"age","industry","title","context","salary","benefits","currency","currency.other","income_context","country","us_state","city","exp_total","exp_field","education","gender","race"
"35-44","government and public administration","SCIENCE AND TECHNOLOGY POLICY ANALYST","Strategic and policy advice and support to senior exec",80000,800,NA,"","","CANADA",NA,"OTTAWA","11 - 20 years","11 - 20 years","Master's degree","Woman","Black or African American, Middle Eastern or Northern African, White"
"25-34","business or consulting","SR IMPLEMENTATION MANAGER","",155000,0,NA,"","","UNITED STATES","Wisconsin","REMOTE","5-7 years","5-7 years","College degree","Woman","White"
"25-34","social work","CLINICAL SOCIAL WORKER","",50000,NA,NA,"","","UNITED STATES","Virginia","STAUNTON","5-7 years","2 - 4 years","Master's degree","Woman","White"
"25-34","computing or tech","SENIOR CONSULTANT","Technical Consultant ",140000,10000,NA,"","","UNITED STATES","District of Columbia","WASHINGTON","8 - 10 years",NA,"Master's degree","Woman","White"
"25-34","education (primary/secondary)","HEAD OF YEAR/TEACHER","",48000,0,NA,"","","UNITED KINGDOM/UK",NA,"LONDON","8 - 10 years",NA,"Professional degree (MD, JD, etc.)","Man","White"
"35-44","law enforcement and security","DETECTIVE","",84200,5000,NA,"","My overtime is widely variable (I already have over 300 hours this year), but I have bonuses to my base pay for my education and certification level, which is maxed out for my job. I also get bonus pay when I'm acting supervisor, although this is ironically the smallest bonus I receive.","UNITED STATES","Texas","RICHARDSON","8 - 10 years",NA,"Professional degree (MD, JD, etc.)","Woman","White"
"25-34","government and public administration","KEYBOARDING CLERK 1","",45427,0,NA,"","","UNITED STATES","New Jersey","BERGEN COUNTY","5-7 years","5-7 years","College degree","Woman","White"
"45-54","computing or tech","FOUNDER","",0,0,NA,"","","UNITED STATES","California","SAN JOSE","21 - 30 years","21 - 30 years","Some college","Woman","White"
"25-34","retail","GENERAL MANAGER","",71000,10000,NA,"","","UNITED STATES","Minnesota","MINNEAPOLIS","8 - 10 years",NA,"Some college","Woman","White"
"45-54","government and public administration","PLANNING & DEVELOPMENT DIRECTOR","",89980,0,NA,"","","UNITED STATES","Texas","DALLAS/FORT WORTH REGION","11 - 20 years","11 - 20 years","Master's degree","Woman","White"
"45-54","education (primary/secondary)","HEAD OF SCHOOL","Private School (Headmaster)",210000,20000,NA,"","","UNITED STATES","Virginia","RICHMOND","21 - 30 years","21 - 30 years","Master's degree","Man","White"
"35-44","education (higher education)","DEVELOPMENT COORDINATOR","",119000,0,NA,"","","AUSTRALIA",NA,"SYDNEY","11 - 20 years","5-7 years","PhD","Woman","White"
"45-54","utilities and telecommunications","MANAGER, ACCOUNTS PAYABLE","",90000,11000,NA,"","","UNITED STATES","Iowa","DES MOINES","11 - 20 years",NA,"College degree","Woman","White"
"25-34","health care","COMMUNICATIONS","",110000,10000,NA,"","","UNITED STATES","Connecticut","REMOTE","8 - 10 years",NA,"Master's degree","Woman","White"
"25-34","oil and gas","TAX SPECIALIST","",80000,20000,NA,"","","UNITED STATES","Pennsylvania","PITTSBURGH","8 - 10 years","5-7 years","College degree","Woman","Black or African American, White"
"25-34","computing or tech","SOFTWARE ENGINEER II","",154000,0,NA,"","","UNITED STATES","California","SAN FRANCISCO","2 - 4 years","2 - 4 years","Some college","Man","Asian or Asian American"
"35-44","business or consulting","SENIOR CONSULTANT","Consultant in sustainability",41000,4000,NA,"","","UNITED KINGDOM/UK",NA,"OXFORD","11 - 20 years","5-7 years","Master's degree","Woman","White"
"35-44","government and public administration","SENIOR PLANNER","",64000,0,NA,"","","UNITED STATES","Pennsylvania","PITTSBURGH","11 - 20 years","11 - 20 years","Master's degree","Woman","White"
"25-34","education (higher education)","PHD STUDENT","",40000,0,NA,"","","UNITED STATES","Indiana","SOUTH BEND","2 - 4 years","2 - 4 years","Master's degree","Woman","White"
"25-34","computing or tech","STAFF ENGINEER","",175000,299000,NA,"","","UNITED STATES","ZZ_Multiple","COLUMBUS, BOSTON","11 - 20 years","11 - 20 years","High School","Man","White"
"35-44","computing or tech","PRINCIPAL ENGINEER","",165000,5000,NA,"","","UNITED STATES","Colorado","BOULDER","21 - 30 years","21 - 30 years","PhD","Man","Another option not listed here or prefer not to answer"
"55-64","education (primary/secondary)","SCHOOL PSYCHOLOGIST","",92000,0,NA,"","","UNITED STATES","California","LAKE ELSINOR","11 - 20 years","11 - 20 years","Master's degree","Woman","White"
"25-34","computing or tech","CONTRACTS MANAGER","",80000,20000,NA,"","","UNITED STATES","Texas","AUSTIN","8 - 10 years",NA,"Professional degree (MD, JD, etc.)","Woman","White"
"55-64","marketing, advertising and pr","MARKETING MANAGER","privately-held company",95000,0,NA,"","","UNITED STATES","Washington","SEATTLE","31 - 40 years","11 - 20 years","Master's degree","Man","White"
"25-34","computing or tech","PRODUCT DESIGNER","",90000,NA,NA,"","","CANADA",NA,"MONTREAL","2 - 4 years","2 - 4 years","College degree","Woman","White"
"35-44","nonprofits","ADMINISTRATIVE ASSISTANT","",45000,500,NA,"","","UNITED STATES","Georgia","GAINESVILLE","11 - 20 years","11 - 20 years","College degree","Woman","White"
"25-34","computing or tech","SECURITY RESEARCHER","",70000,NA,NA,"","","UNITED STATES","Georgia","ATLANTA","8 - 10 years","2 - 4 years","College degree","Non-binary","White"
"25-34","accounting, banking and finance","TAX ACCOUNTANT","",60000,NA,NA,"","","UNITED STATES","Alabama","BIRMINGHAM","2 - 4 years","2 - 4 years","Master's degree","Woman","White"
"35-44","government and public administration","SENIOR INVESTIGATOR","Financial Regulation - not police but still \law enforcement\\"\"",105000,20000,NA,"","10,000 is payments to a defined benefit pension plan ","CANADA",NA,"TORONTO","8 - 10 years",NA,"Master's degree","Woman","White"
"35-44","health care","PHYSICAL THERAPIST","",96428,NA,NA,"","","UNITED STATES","Wisconsin","FRANKLIN","11 - 20 years","11 - 20 years",NA,"Man","Black or African American, White"
"25-34","nonprofits","EVENT PLANNER","",53560,NA,NA,"","","UNITED STATES","Washington","SEATTLE","2 - 4 years","2 - 4 years","College degree","Woman","White"
"35-44","education (higher education)","ASSISTANT PROFESSOR","",135000,12000,NA,"","","UNITED STATES","New York","NEW YORK CITY","11 - 20 years","11 - 20 years","PhD","Woman","Hispanic, Latino, or Spanish origin"
"25-34","marketing, advertising and pr","PUBLIC AFFAIRS OFFICER","I’m a government civilian (not a contractor)",110000,10000,NA,"","I’m a DE civilian, which offers bonuses and more payment flexibility than traditional government work because I work at a scientific agency","UNITED STATES","Maryland","FORT MEADE","11 - 20 years","11 - 20 years","College degree","Woman","White"
"35-44","business or consulting","PRODUCT MANAGER","",92000,NA,NA,"","","NETHERLANDS",NA,"AMSTERDAM","11 - 20 years","11 - 20 years","Master's degree","Man","White"
"35-44","health care","FACILITY MANAGER","Hospital research facility",83000,0,NA,"","","UNITED STATES","Massachusetts","BOSTON","11 - 20 years","11 - 20 years","College degree","Woman","White"
"25-34","utilities and telecommunications","SENIOR PROGRAM MANAGER","",95000,15000,NA,"","","UNITED STATES","Massachusetts","BOSTON","8 - 10 years",NA,"Master's degree","Woman","White"
"18-24","property or construction","ASSISTANT PROPERTY MANAGER","",31680,2000,NA,"","","UNITED STATES","Oregon","EUGENE","5-7 years","2 - 4 years","Some college","Woman","White"
"18-24","computing or tech","CYBER SECURITY LEAD","",48000,0,NA,"","","UNITED KINGDOM/UK",NA,"MANCHESTER","5-7 years","5-7 years","High School","Man","White"
"35-44","computing or tech","ENGINEERING MANAGER","",57000,1500,NA,"","","UNITED KINGDOM/UK",NA,"BRISTOL","11 - 20 years","11 - 20 years","College degree","Man","White"
"25-34","computing or tech","SR SOFTWARE DEVELOPER","",150000,0,NA,"","","UNITED STATES","Washington","SEATTLE","5-7 years","5-7 years","College degree","Non-binary","White"
"18-24","computing or tech","SOFTWARE DEVELOPER","",30000,1000,NA,"","","UNITED KINGDOM/UK",NA,"LEEDS","2 - 4 years","2 - 4 years","College degree","Man","White"
"45-54","computing or tech","SR SOFTWARE ENGINEER","",157000,90000,NA,"","","CANADA",NA,"VANCOUVER","11 - 20 years","11 - 20 years","College degree","Man","Hispanic, Latino, or Spanish origin, White"
"25-34","business or consulting","CLIENT SERVICES MANAGER","",72500,NA,NA,"","","UNITED STATES","North Carolina","CHAPEL HILL","8 - 10 years","5-7 years","College degree","Woman","White"
"25-34","nonprofits","POLICY COUNSEL","",85000,0,NA,"","I’m a lawyer, so well paid as my org goes ","UNITED STATES","New York","NEW YORK","5-7 years","5-7 years","Professional degree (MD, JD, etc.)","Woman","Asian or Asian American"
"35-44","education (higher education)","LIBRARIAN","",91000,NA,NA,"","","AUSTRALIA",NA,"SYDNEY, AUSTRALIA","11 - 20 years","11 - 20 years","College degree","Man","White"
"25-34","business or consulting","PROGRAM MANAGER","",75000,2000,NA,"","","UNITED STATES","Illinois","CHICAGO","11 - 20 years","11 - 20 years","College degree","Woman","White"
"35-44","law","PARALEGAL","",65000,NA,NA,"","","UNITED STATES","California","ORANGE COUNTY AREA","11 - 20 years","1 year or less","College degree","Woman","White"
"25-34","computing or tech","RECRUITING OPERATIONS SPECIALIST","Talent acquisition operations for a 4000+ person company. (think process and coordination of interviews, ats and other recruiting tool management, and new hire onboarding) ",90000,20000,NA,"","I received a new hire equity grant when I first joined and will continue to receive annual “refreshers”. The equity grant/refreshers are RSUs that vest in increments every month of service and fully vest over the next few years. I am eligible for a performance based bonus of up to 10% of my base. I am also non exempt and frequently work at least 8 hours of overtime a week.","UNITED STATES","New York","NEW YORK","5-7 years","2 - 4 years","College degree","Woman","White"
"35-44","biotech","QA SPECIALIST- COMPLIANCE AND QUALITY","This is FDA Quality Compliance for clinical trials",73000,NA,NA,"","","UNITED STATES","California","SAN FRANCISCO","21 - 30 years","11 - 20 years","College degree","Woman","White"
"25-34","utilities and telecommunications","OPERATIONS MANAGER","",80000,0,NA,"","","UNITED STATES","Kentucky","LOUISVILLE","8 - 10 years","2 - 4 years","Some college","Man","White"
"25-34","transport or logistics","TECHNICAL WRITER II","",54000,500,NA,"","","UNITED STATES","Texas","DALLAS","2 - 4 years","2 - 4 years","College degree","Woman","White"
"35-44","law","DIRECTOR","Attorney and director of large nonprofit program ",70000,0,NA,"","","UNITED STATES","Kentucky","DROP DOWN MENUR WAS NOT WORKING INDIANAPOLIS INDIANA","11 - 20 years","11 - 20 years","Master's degree","Woman","White"
"25-34","engineering or manufacturing","DIRECTOR OF INTELLIGENCE","",102500,20000,NA,"","","UNITED STATES","Florida","TAMPA","5-7 years","5-7 years","College degree","Man","Hispanic, Latino, or Spanish origin"
"25-34","education (higher education)","PROJECT MANAAGER","",1e+05,0,NA,"","","UNITED STATES","California","SAN FRANCISCO","11 - 20 years",NA,"College degree","Woman","White"
"35-44","entertainment","MARKETING AUTOMATION MANAGER","",576000,0,NA,"","","SWEDEN",NA,"STOCKHOLM","8 - 10 years","5-7 years","Master's degree","Man","White"
"35-44","government and public administration","CITY RESEARCH SCIENTIST","Qualitative and Quantitative Research and Data Analysis",86000,0,NA,"","","UNITED STATES","New York","NEW YORK CITY","5-7 years","5-7 years","PhD","Woman","White"
"45-54","computing or tech","INFORMATICS EPIDEMIOLOGIST","",99500,NA,NA,"","","UNITED STATES","North Carolina","CHARLOTTE","21 - 30 years","11 - 20 years","Master's degree","Woman","White"
"35-44","marketing, advertising and pr","MARKETING MANAGER","",95000,8000,NA,"","","UNITED STATES","Minnesota","MINNEAPOLIS","11 - 20 years",NA,"College degree","Woman","White"
"25-34","insurance","ACTUARY","",114500,12000,NA,"","","UNITED STATES","Kansas","OVERLAND PARK","5-7 years","5-7 years","Master's degree","Woman","White"
"25-34","media and digital","PUBLISHING PROGRAMME MANAGER","",42000,NA,NA,"","12% bonus based on company performance/personal performance","UNITED KINGDOM/UK",NA,"CAMBRIDGE","8 - 10 years",NA,"College degree","Woman","White"
"35-44","education (primary/secondary)","DIRECTOR OF INNOVATION","",150000,0,NA,"","I also live rent-free on campus housing and my family and i have access to the dining hall three meals a day while school is in session.","UNITED STATES","Connecticut","POMFRET","21 - 30 years","21 - 30 years","Master's degree","Woman","White"
"25-34","marketing, advertising and pr","DATA SCIENTIST","",97500,8125,NA,"","","UNITED STATES","Florida","LAKELAND","8 - 10 years",NA,"College degree","Man","White"
"25-34","national laboratory","SENIOR ENGINEER A","",115000,NA,NA,"","","UNITED STATES","South Carolina","AIKEN","5-7 years","5-7 years","PhD","Woman","White"
"25-34","accounting, banking and finance","RELATIONSHIP MANAGER","",33000,4000,NA,"","","UNITED KINGDOM/UK",NA,"SUSSEX","2 - 4 years","2 - 4 years","College degree","Woman","White"
"25-34","government and public administration","ADMIN ASSISTANT","",50821,NA,NA,"","","CANADA",NA,"SURREY BC","5-7 years","5-7 years","College degree","Woman","White"
"25-34","museum (<20 employees)","CURATOR","",52000,NA,NA,"","","UNITED STATES","District of Columbia","WASHINGTON, DC","8 - 10 years",NA,"Master's degree","Woman","White"
"35-44","computing or tech","IT PROJECT MANAGER","",120000,10000,NA,"","","UNITED STATES","Wisconsin","MADISON","11 - 20 years",NA,NA,"Woman","White"
"35-44","engineering or manufacturing","CIVIL ENGINEER","",65520,0,NA,"","","UNITED STATES","North Dakota","GRAND FORKS","11 - 20 years","2 - 4 years","College degree","Woman","White"
"35-44","education (higher education)","SENIOR GRANTS SPECIALIST","",105000,NA,NA,"","","UNITED STATES","New York","NEW YORK","11 - 20 years",NA,"Master's degree","Woman","White"
"55-64","education (higher education)","CHIEF INFORMATION OFFICER","",269000,0,NA,"","","UNITED STATES","California","LONG BEACH","31 - 40 years","21 - 30 years","PhD","Man","White"
"35-44","education (higher education)","INSTRUCTOR","Corporate Trainer",120000,6000,NA,"","","UNITED STATES","Maryland","COLUMBIA","11 - 20 years","5-7 years","College degree","Man","White"
"25-34","nonprofits","DIRECTOR OF DEVELOPMENT","",90000,NA,NA,"","","UNITED STATES","North Carolina","CHARLOTTE","8 - 10 years",NA,"Master's degree","Woman","White"
"25-34","law","LAWYER / PUBLIC SERVANT","In house as a government lawyer (Canada)",118000,0,NA,"","","CANADA",NA,"OTTAWA","8 - 10 years","5-7 years","Professional degree (MD, JD, etc.)","Woman","White, Another option not listed here or prefer not to answer"
"25-34","computing or tech","SOFTWARE ENGINEER","",1e+05,15000,NA,"","I also get stock options which may or may not ever be worth anything.","UNITED STATES","Massachusetts","BOSTON","2 - 4 years","2 - 4 years","College degree","Man","White"
"45-54","computing or tech","SENIOR PRINCIPLE SOFTWARE ENGINEER","",226000,10000,NA,"","","UNITED STATES","California","SANTA CLARA","21 - 30 years","21 - 30 years","College degree","Man","White"
"35-44","property or construction","CONTROLLER","",118360,5000,NA,"","","UNITED STATES","Florida","ORLANDO","21 - 30 years","11 - 20 years","College degree","Woman","White"
"35-44","retail","OWNER","I have a small specialty boutique, independently owned. ",31600,0,NA,"","","UNITED STATES","California","OAKLAND","21 - 30 years","5-7 years","College degree","Woman","White"
"35-44","education (higher education)","DIRECTOR","Member of an administration team at an academic library",72000,0,NA,"","","UNITED STATES","Texas","DENTON","11 - 20 years",NA,"Master's degree","Woman","White"
"25-34","education (higher education)","DATA & SYSTEMS ANALYST","",37840,0,NA,"","","UNITED KINGDOM/UK",NA,"READING","5-7 years","5-7 years","Some college","Woman","White"
"35-44","nonprofits","PROGRAM SUPERVISOR","Manage a group home for young adults with mental health challenges",47500,1500,NA,"","","UNITED STATES","Pennsylvania","WEST CHESTER","11 - 20 years","11 - 20 years","College degree","Woman","White"
